id,match_api_id,match_date,home_player_1_name,home_player_1_rating,home_player_1_potential
23486,1505960,2013-11-30 00:00:00,Diego Lopez,83,83
23497,1505971,2013-12-14 00:00:00,Andres Fernandez,78,82
23507,1505981,2013-12-22 00:00:00,Vicente Guaita,80,84
23517,1505991,2014-01-06 00:00:00,Diego Lopez,83,83
23526,1506000,2014-01-12 00:00:00,Francisco Casilla,76,79
23530,1505574,2013-08-26 00:00:00,Roberto Fernandez,73,73
23539,1506003,2014-01-18 00:00:00,Stephan Andersen,72,73
23550,1506014,2014-01-25 00:00:00,Diego Lopez,83,83
23560,1506024,2014-02-02 00:00:00,Gorka Iraizoz Moreno,74,74
23571,1506035,2014-02-08 00:00:00,Diego Lopez,83,83
23581,1506045,2014-02-16 00:00:00,Miguel Angel Moya,77,79
23592,1506056,2014-02-22 00:00:00,Diego Lopez,84,84
23602,1506066,2014-03-02 00:00:00,Thibaut Courtois,84,88
23613,1506077,2014-03-09 00:00:00,Diego Lopez,84,84
23623,1506087,2014-03-15 00:00:00,Wilfredo Caballero,79,79
23634,1506098,2014-03-23 00:00:00,Diego Lopez,84,84
23640,1505584,2013-09-01 00:00:00,Diego Lopez,82,82
23654,1506108,2014-03-26 00:00:00,Beto,78,78
23665,1506119,2014-03-29 00:00:00,Diego Lopez,84,84
23675,1506129,2014-04-05 00:00:00,Claudio Bravo,81,81
23686,1506140,2014-04-12 00:00:00,Diego Lopez,84,84
23696,1506150,2014-05-07 00:00:00,Jaime,73,73
23707,1506161,2014-04-26 00:00:00,Diego Lopez,84,84
23717,1506171,2014-05-04 00:00:00,Diego Lopez,84,84
23727,1506181,2014-05-11 00:00:00,Sergio Alvarez,68,72
23736,1506190,2014-05-17 00:00:00,Iker Casillas,86,86
23741,1505595,2013-09-14 00:00:00,Sergio Asenjo,74,79
23751,1505855,2013-09-22 00:00:00,Diego Lopez,83,83
23762,1505866,2013-09-25 00:00:00,Manu Herrera,74,74
23772,1505876,2013-09-28 00:00:00,Diego Lopez,83,83
23783,1505887,2013-10-05 00:00:00,Keylor Navas,74,78
23793,1505897,2013-10-19 00:00:00,Diego Lopez,83,83
23806,1778042,2014-08-25 00:00:00,Iker Casillas,86,86
23816,1778132,2014-11-01 00:00:00,Roberto Fernandez,76,76
23826,1778142,2014-11-08 00:00:00,Keylor Navas,79,82
23837,1778153,2014-11-22 00:00:00,Xabi Irureta,75,75
23847,1778163,2014-11-29 00:00:00,Carlos Kameni,73,73
23857,1778173,2014-12-06 00:00:00,Iker Casillas,84,84
23866,1778182,2014-12-12 00:00:00,Ruben,74,74
23876,1778192,2015-02-04 00:00:00,Iker Casillas,84,84
23885,1778201,2015-01-04 00:00:00,Diego Alves,81,81
23895,1778211,2015-01-10 00:00:00,Iker Casillas,84,84
23904,1778220,2015-01-18 00:00:00,Jordi Codina,70,70
23912,1778048,2014-08-31 00:00:00,Enaut Zubikarai,68,68
23921,1778227,2015-01-24 00:00:00,Juan Carlos,67,69
23932,1778238,2015-01-31 00:00:00,Iker Casillas,84,84
23942,1778248,2015-02-07 00:00:00,Miguel Angel Moya,80,80
23953,1778259,2015-02-14 00:00:00,Iker Casillas,84,84
23963,1778269,2015-02-22 00:00:00,Przemyslaw Tyton,75,75
23974,1778280,2015-03-01 00:00:00,Iker Casillas,84,84
23984,1778290,2015-03-07 00:00:00,Gorka Iraizoz Moreno,77,77
23995,1778301,2015-03-15 00:00:00,Keylor Navas,79,79
24005,1778311,2015-03-22 00:00:00,Claudio Bravo,83,83
24016,1778322,2015-04-05 00:00:00,Iker Casillas,84,84
24022,1778058,2014-09-13 00:00:00,Iker Casillas,86,86
24036,1778332,2015-04-08 00:00:00,David Cobeno,75,75
24047,1778343,2015-04-11 00:00:00,Keylor Navas,79,79
24057,1778353,2015-04-18 00:00:00,Iker Casillas,84,84
24067,1778363,2015-04-26 00:00:00,Sergio Alvarez,74,74
24076,1778372,2015-04-29 00:00:00,Keylor Navas,79,79
24086,1778382,2015-05-02 00:00:00,Sergio Rico,71,78
24095,1778391,2015-05-09 00:00:00,Iker Casillas,84,84
24105,1778401,2015-05-17 00:00:00,Francisco Casilla,80,80
24114,1778410,2015-05-23 00:00:00,Iker Casillas,84,84
24123,1778069,2014-09-20 00:00:00,German Dario Lux,75,75
24133,1778079,2014-09-23 00:00:00,Keylor Navas,79,82
24144,1778090,2014-09-27 00:00:00,Sergio Asenjo,79,82
24154,1778100,2014-10-05 00:00:00,Iker Casillas,84,84
24165,1778111,2014-10-18 00:00:00,Diego Marino,71,76
24175,1778121,2014-10-25 00:00:00,Iker Casillas,84,84
24185,2030089,2015-08-23 00:00:00,Ivan Cuellar,69,69
24191,2030175,2015-10-31 00:00:00,Francisco Casilla,81,81
24200,2030184,2015-11-08 00:00:00,Sergio Rico,75,84
24210,2030194,2015-11-21 00:00:00,Keylor Navas,81,81
24219,2030204,2015-11-29 00:00:00,Asier Riesgo,71,71
24229,2030214,2015-12-05 00:00:00,Keylor Navas,81,81
24238,2030223,2015-12-13 00:00:00,Alphonse Areola,76,85
24248,2030233,2015-12-20 00:00:00,Keylor Navas,81,81
24258,2030243,2015-12-30 00:00:00,Keylor Navas,81,81
24269,2030254,2016-01-03 00:00:00,Jaume,74,78
24279,2030264,2016-01-09 00:00:00,Keylor Navas,81,81
24295,2030099,2015-08-29 00:00:00,Keylor Navas,79,79
24305,2030355,2016-01-17 00:00:00,Keylor Navas,81,81
24315,2030365,2016-01-24 00:00:00,Antonio Adan,77,77
24324,2030374,2016-01-31 00:00:00,Keylor Navas,82,82
24334,2030384,2016-02-07 00:00:00,Andres Fernandez,77,77
24343,2030393,2016-02-13 00:00:00,Keylor Navas,82,82
24353,2030403,2016-02-21 00:00:00,Carlos Kameni,79,79
24362,2030412,2016-02-27 00:00:00,Keylor Navas,82,82
24372,2030422,2016-03-02 00:00:00,Diego Marino,73,77
24381,2030431,2016-03-05 00:00:00,Keylor Navas,82,82
24391,2030441,2016-03-13 00:00:00,Javi Varas,75,75
24404,2030108,2015-09-12 00:00:00,Pau Sabata,63,70
24410,2030450,2016-03-20 00:00:00,Keylor Navas,82,82
24420,2030460,2016-04-02 00:00:00,Claudio Bravo,83,83
24429,2030469,2016-04-09 00:00:00,Francisco Casilla,80,80
24439,2030479,2016-04-16 00:00:00,Vicente Guaita,77,77
24448,2030488,2016-04-20 00:00:00,Keylor Navas,82,82
24458,2030498,2016-04-23 00:00:00,Juan Carlos,70,70
24468,2030508,2016-04-30 00:00:00,Geronimo Rulli,79,86
24479,2030519,2016-05-08 00:00:00,Francisco Casilla,80,80
24489,2030529,2016-05-14 00:00:00,Stipe Pletikosa,73,73
24504,2030118,2015-09-19 00:00:00,Keylor Navas,79,79
24513,2030127,2015-09-23 00:00:00,Gorka Iraizoz Moreno,79,79
24523,2030137,2015-09-26 00:00:00,Keylor Navas,79,80
24532,2030146,2015-10-04 00:00:00,Jan Oblak,81,86
24542,2030156,2015-10-17 00:00:00,Keylor Navas,79,80
24551,2030165,2015-10-24 00:00:00,Sergio Alvarez,76,76
