id,match_api_id,match_date,home_team_api_id_1,away_team_api_id_1,home_player_1_name,home_player_1_rating,home_player_1_potential,id_2,home_team_api_id_2,away_team_api_id_2,home_player_2_name,home_player_2_rating,home_player_2_potential,id_3,home_team_api_id_3,away_team_api_id_3,home_player_3_name,home_player_3_rating,home_player_3_potential,id_4,home_team_api_id_4,away_team_api_id_4,home_player_4_name,home_player_4_rating,home_player_4_potential,id_5,home_team_api_id_5,away_team_api_id_5,home_player_5_name,home_player_5_rating,home_player_5_potential,id_6,home_team_api_id_6,away_team_api_id_6,home_player_6_name,home_player_6_rating,home_player_6_potential,id_7,home_team_api_id_7,away_team_api_id_7,home_player_7_name,home_player_7_rating,home_player_7_potential,id_8,home_team_api_id_8,away_team_api_id_8,home_player_8_name,home_player_8_rating,home_player_8_potential,id_9,home_team_api_id_9,away_team_api_id_9,home_player_9_name,home_player_9_rating,home_player_9_potential,id_10,home_team_api_id_10,away_team_api_id_10,home_player_10_name,home_player_10_rating,home_player_10_potential,id_11,home_team_api_id_11,away_team_api_id_11,home_player_11_name,home_player_11_rating,home_player_11_potential,id_12,home_team_api_id_12,away_team_api_id_12,away_player_1_name,away_player_1_rating,away_player_1_potential,id_13,home_team_api_id_13,away_team_api_id_13,away_player_2_name,away_player_2_rating,away_player_2_potential,id_14,home_team_api_id_14,away_team_api_id_14,away_player_3_name,away_player_3_rating,away_player_3_potential,id_15,home_team_api_id_15,away_team_api_id_15,away_player_4_name,away_player_4_rating,away_player_4_potential,id_16,home_team_api_id_16,away_team_api_id_16,away_player_5_name,away_player_5_rating,away_player_5_potential,id_17,home_team_api_id_17,away_team_api_id_17,away_player_6_name,away_player_6_rating,away_player_6_potential,id_18,home_team_api_id_18,away_team_api_id_18,away_player_7_name,away_player_7_rating,away_player_7_potential,id_19,home_team_api_id_19,away_team_api_id_19,away_player_8_name,away_player_8_rating,away_player_8_potential,id_20,home_team_api_id_20,away_team_api_id_20,away_player_9_name,away_player_9_rating,away_player_9_potential,id_21,home_team_api_id_21,away_team_api_id_21,away_player_10_name,away_player_10_rating,away_player_10_potential,id_22,home_team_api_id_22,away_team_api_id_22,away_player_11_name,away_player_11_rating,away_player_11_potential
21628,530093,2008-09-14 00:00:00,10205,9783,Diego Lopez,78.0,82.0,21628,10205,9783,Javier Venta,73.0,75.0,21628,10205,9783,Gonzalo Rodriguez,77.0,84.0,21628,10205,9783,,,,21628,10205,9783,Joan Capdevila,80.0,83.0,21628,10205,9783,Santi Cazorla,80.0,86.0,21628,10205,9783,Marcos Senna,84.0,86.0,21628,10205,9783,Jose Gomes de Moraes Edmilson,80.0,83.0,21628,10205,9783,Ariel Ibagaza,79.0,82.0,21628,10205,9783,Guillermo Franco,78.0,79.0,21628,10205,9783,Joseba Llorente,77.0,82.0,21628,10205,9783,Daniel Aranzubia,74.0,80.0,21628,10205,9783,Laure,65.0,74.0,21628,10205,9783,Alberto Lopo,76.0,82.0,21628,10205,9783,Ze Castro,74.0,80.0,21628,10205,9783,Filipe Luis,78.0,85.0,21628,10205,9783,Sergio,74.0,84.0,21628,10205,9783,Antonio Tomas,68.0,80.0,21628,10205,9783,Juan Rodriguez,72.0,79.0,21628,10205,9783,Pablo Alvarez,69.0,78.0,21628,10205,9783,Mista,75.0,79.0,21628,10205,9783,Cristian Hidalgo,70.0,77.0
21629,530094,2008-09-14 00:00:00,8633,8388,Iker Casillas,91.0,92.0,21629,8633,8388,Michel Salgado,71.0,81.0,21629,8633,8388,Pepe,84.0,86.0,21629,8633,8388,Christoph Metzelder,80.0,88.0,21629,8633,8388,Marcelo,75.0,83.0,21629,8633,8388,Mahamadou Diarra,80.0,87.0,21629,8633,8388,Jose Maria Guti,83.0,83.0,21629,8633,8388,Rafael van der Vaart,86.0,92.0,21629,8633,8388,Gonzalo Higuain,77.0,87.0,21629,8633,8388,Arjen Robben,84.0,86.0,21629,8633,8388,Ruud van Nistelrooy,86.0,90.0,21629,8633,8388,Juan Pablo,71.0,74.0,21629,8633,8388,Juan Ramon Cabrero Juanra,69.0,72.0,21629,8633,8388,,,,21629,8633,8388,Sergio Boris,70.0,72.0,21629,8633,8388,Domingo Cisma,68.0,71.0,21629,8633,8388,Txomin Nagore,72.0,72.0,21629,8633,8388,Jose Javier Barkero,71.0,74.0,21629,8633,8388,Mario Martinez,69.0,62.0,21629,8633,8388,,,,21629,8633,8388,Carlos Lorens Bellvis,72.0,74.0,21629,8633,8388,Gorka Brit,72.0,75.0
21630,530095,2008-09-13 00:00:00,8634,8696,Victor Valdes,83.0,85.0,21630,8634,8696,Daniel Alves,85.0,91.0,21630,8634,8696,Gerard Pique,77.0,88.0,21630,8634,8696,Carles Puyol,88.0,90.0,21630,8634,8696,Eric Abidal,84.0,89.0,21630,8634,8696,Xavi Hernandez,87.0,88.0,21630,8634,8696,Seydou Keita,80.0,88.0,21630,8634,8696,Sergio Busquets,60.0,70.0,21630,8634,8696,Aleksandr Hleb,84.0,87.0,21630,8634,8696,Samuel Eto'o,86.0,90.0,21630,8634,8696,Pedro Rodriguez,66.0,78.0,21630,8634,8696,Tono,79.0,79.0,21630,8634,8696,Pablo Pinillos,74.0,80.0,21630,8634,8696,Ezequiel Garay,82.0,85.0,21630,8634,8696,Ivan Marcano,56.0,68.0,21630,8634,8696,Christian Fernandez,57.0,61.0,21630,8634,8696,Juan Valera,71.0,82.0,21630,8634,8696,Gonzalo Colsa,79.0,79.0,21630,8634,8696,Mehdi Lacen,68.0,75.0,21630,8634,8696,Oscar Serrano,74.0,73.0,21630,8634,8696,Pedro Munitis,82.0,85.0,21630,8634,8696,Mohammed Tchite,76.0,78.0
21631,530096,2008-09-13 00:00:00,8302,9869,Andres Palop,82.0,90.0,21631,8302,9869,Abdoulay Konko,76.0,78.0,21631,8302,9869,Sebastien Squillaci,81.0,84.0,21631,8302,9869,David Prieto,68.0,74.0,21631,8302,9869,Ivica Dragutinovic,75.0,79.0,21631,8302,9869,Jesus Navas,83.0,92.0,21631,8302,9869,Enzo Maresca,74.0,81.0,21631,8302,9869,Federico Fazio,73.0,83.0,21631,8302,9869,Diego Capel,78.0,87.0,21631,8302,9869,Frederic Kanoute,83.0,84.0,21631,8302,9869,Javier Chevanton,79.0,70.0,21631,8302,9869,Sergio Sanchez,67.0,66.0,21631,8302,9869,Rafael Sastre,66.0,67.0,21631,8302,9869,Jurgen Colin,63.0,69.0,21631,8302,9869,Jorge Garcia,70.0,73.0,21631,8302,9869,Roberto Canella,64.0,69.0,21631,8302,9869,Sergio Matabuena,67.0,69.0,21631,8302,9869,Michel,64.0,72.0,21631,8302,9869,Francisco Maldonado,65.0,70.0,21631,8302,9869,Diego Castro,64.0,69.0,21631,8302,9869,Carmelo Gonzalez,71.0,76.0,21631,8302,9869,Mate Bilic,69.0,71.0
21632,530097,2008-09-14 00:00:00,8305,8603,Jacobo,71.0,73.0,21632,8305,8603,David Cortes,74.0,76.0,21632,8305,8603,Cata Diaz,80.0,85.0,21632,8305,8603,Mario Alvarez,75.0,78.0,21632,8305,8603,Lucas Matias Licht,76.0,80.0,21632,8305,8603,Manu del Moral,74.0,82.0,21632,8305,8603,Francisco Javier Casquero,75.0,83.0,21632,8305,8603,Fabio Celestini,76.0,77.0,21632,8305,8603,Jaime Gavilan,77.0,87.0,21632,8305,8603,Juan Albin,75.0,81.0,21632,8305,8603,Roberto Soldado,77.0,80.0,21632,8305,8603,Casto Espinosa,64.0,72.0,21632,8305,8603,Nelson,71.0,80.0,21632,8305,8603,Juanito,79.0,83.0,21632,8305,8603,Melli,74.0,86.0,21632,8305,8603,Fernando Vega,67.0,68.0,21632,8305,8603,Achille Emana,79.0,78.0,21632,8305,8603,Arturo Arzu,68.0,75.0,21632,8305,8603,Jesus Capi,73.0,78.0,21632,8305,8603,Mark Gonzalez,73.0,83.0,21632,8305,8603,Sergio Garcia,78.0,84.0,21632,8305,8603,Mariano Pavone,76.0,80.0
21633,530098,2008-09-14 00:00:00,8479,8558,Asier Riesgo,71.0,75.0,21633,8479,8558,Iago Bouzon,74.0,84.0,21633,8479,8558,Nasief Morris,75.0,77.0,21633,8479,8558,Cesar Arzo,73.0,80.0,21633,8479,8558,Hipolito Poli,71.0,73.0,21633,8479,8558,Javier Camunas,74.0,75.0,21633,8479,8558,Jesus Vazquez,76.0,75.0,21633,8479,8558,Javi Fuego,72.0,74.0,21633,8479,8558,"Fernandez Aitor Tornavaca,29",72.0,75.0,21633,8479,8558,Marco Ruben,72.0,79.0,21633,8479,8558,Adrian Colunga,70.0,76.0,21633,8479,8558,Carlos Kameni,81.0,89.0,21633,8479,8558,Sergio Sanchez,65.0,72.0,21633,8479,8558,Daniel Jarque,77.0,81.0,21633,8479,8558,Nicolas Pareja,72.0,76.0,21633,8479,8558,Gregory Beranger,70.0,73.0,21633,8479,8558,Hurtado Perez Moises,74.0,78.0,21633,8479,8558,Ferran Corominas,73.0,82.0,21633,8479,8558,Roman Martinez,68.0,74.0,21633,8479,8558,Ivan de la Pena,81.0,88.0,21633,8479,8558,Luis Garcia,78.0,83.0,21633,8479,8558,Raul Tamudo,81.0,86.0
21634,530099,2008-09-13 00:00:00,10281,9906,Sergio Asenjo,76.0,84.0,21634,10281,9906,Pedro Lopez,73.0,77.0,21634,10281,9906,Luis Prieto,73.0,75.0,21634,10281,9906,Javier Baraja,72.0,77.0,21634,10281,9906,Alberto Rey,71.0,76.0,21634,10281,9906,Borja Fernandez,73.0,79.0,21634,10281,9906,Alvaro Rubio,74.0,78.0,21634,10281,9906,Marcos Aguirre,73.0,67.0,21634,10281,9906,Angel Manuel Vivar Dorado,70.0,78.0,21634,10281,9906,Jonathan Sesma,73.0,77.0,21634,10281,9906,Henok Goitom,74.0,76.0,21634,10281,9906,Gregory Coupet,79.0,83.0,21634,10281,9906,Giourkas Seitaridis,77.0,82.0,21634,10281,9906,Luis Perea,77.0,84.0,21634,10281,9906,Tomas Ujfalusi,81.0,84.0,21634,10281,9906,Mariano Pernia,74.0,79.0,21634,10281,9906,Paulo Assuncao,78.0,80.0,21634,10281,9906,Maniche,79.0,84.0,21634,10281,9906,Maxi Rodriguez,82.0,85.0,21634,10281,9906,Luis Garcia,79.0,83.0,21634,10281,9906,Simao,84.0,88.0,21634,10281,9906,Florent Sinama-Pongolle,79.0,85.0
21635,530100,2008-09-14 00:00:00,9864,8315,Francesco Arnau,70.0,74.0,21635,9864,8315,Jesus Gamez,68.0,75.0,21635,9864,8315,Iban Javier Cuadrado,67.0,72.0,21635,9864,8315,Weligton,68.0,72.0,21635,9864,8315,Nacho Perez,73.0,79.0,21635,9864,8315,Miguel Angel,69.0,72.0,21635,9864,8315,Pablo,60.0,72.0,21635,9864,8315,Duda,74.0,78.0,21635,9864,8315,"Alberto Luque,21",73.0,80.0,21635,9864,8315,Javier Calleja,71.0,73.0,21635,9864,8315,Nabil Baha,67.0,72.0,21635,9864,8315,Gorka Iraizoz Moreno,76.0,79.0,21635,9864,8315,Andoni Iraola,72.0,77.0,21635,9864,8315,Aitor Ocio,76.0,76.0,21635,9864,8315,Fernando Amorebieta,71.0,75.0,21635,9864,8315,Mikel Balenziaga,66.0,72.0,21635,9864,8315,Markel Susaeta,67.0,76.0,21635,9864,8315,Ander Iturraspe,56.0,61.0,21635,9864,8315,Javier Martinez,70.0,73.0,21635,9864,8315,David Lopez,72.0,79.0,21635,9864,8315,Fernando Llorente,72.0,76.0,21635,9864,8315,Francisco Navarro Yeste,80.0,82.0
21636,530101,2008-09-14 00:00:00,9865,10267,Diego Alves,81.0,84.0,21636,9865,10267,Bruno Saltor,65.0,71.0,21636,9865,10267,Chico,64.0,68.0,21636,9865,10267,Hernan Pellerano,71.0,78.0,21636,9865,10267,Mane,67.0,68.0,21636,9865,10267,Juanito,72.0,79.0,21636,9865,10267,Julio Alvarez,75.0,76.0,21636,9865,10267,Juanma Ortiz,77.0,79.0,21636,9865,10267,Corona,73.0,79.0,21636,9865,10267,Pablo Piatti,70.0,79.0,21636,9865,10267,Alvaro Negredo,78.0,82.0,21636,9865,10267,Renan,76.0,78.0,21636,9865,10267,Miguel,79.0,83.0,21636,9865,10267,Raul Albiol,81.0,88.0,21636,9865,10267,Alexis,78.0,85.0,21636,9865,10267,Emiliano Moretti,76.0,83.0,21636,9865,10267,Manuel Fernandes,78.0,87.0,21636,9865,10267,David Albelda,79.0,83.0,21636,9865,10267,Joaquin,81.0,87.0,21636,9865,10267,Pablo Hernandez,78.0,86.0,21636,9865,10267,Juan Mata,75.0,86.0,21636,9865,10267,David Villa,86.0,93.0
21637,530102,2008-09-14 00:00:00,8661,8371,Miguel Angel Moya,77.0,77.0,21637,8661,8371,Jose Miguel Josemi,76.0,77.0,21637,8661,8371,David Navarro,77.0,79.0,21637,8661,8371,Jose Carlos Nunes,75.0,76.0,21637,8661,8371,Enrique Corrales,75.0,75.0,21637,8661,8371,Fernando Varela,75.0,78.0,21637,8661,8371,Mario Suarez,72.0,78.0,21637,8661,8371,Jose Manuel Jurado,77.0,83.0,21637,8661,8371,Gonzalo Castro,73.0,77.0,21637,8661,8371,Aritz Aduriz,75.0,80.0,21637,8661,8371,Pierre Webo,76.0,77.0,21637,8661,8371,Ricardo,75.0,78.0,21637,8661,8371,Cesar Azpilicueta,63.0,67.0,21637,8661,8371,Roversio,65.0,67.0,21637,8661,8371,Jose Josetxo,72.0,75.0,21637,8661,8371,Nacho Monreal,68.0,73.0,21637,8661,8371,Javad Nekounam,73.0,82.0,21637,8661,8371,Patxi Martinez Punal,74.0,78.0,21637,8661,8371,Juanfran,72.0,76.0,21637,8661,8371,Jaroslav Plasil,70.0,80.0,21637,8661,8371,Santiago Ezquerro,71.0,81.0,21637,8661,8371,Kike Sola,68.0,71.0
