match_api_id,date,season,team_id,wins,draws,losses
483161,2008-08-31 00:00:00,2008/2009,8639,0,1,2
489066,2008-08-31 00:00:00,2008/2009,8650,2,0,0
537638,2008-08-31 00:00:00,2008/2009,8686,,,
537635,2008-08-31 00:00:00,2008/2009,8690,,,
530087,2008-08-31 00:00:00,2008/2009,8696,,,
483167,2008-08-31 00:00:00,2008/2009,9748,2,1,0
530085,2008-08-31 00:00:00,2008/2009,9783,,,
537640,2008-08-31 00:00:00,2008/2009,9804,,,
499335,2008-08-31 00:00:00,2008/2009,9823,0,2,0
483161,2008-08-31 00:00:00,2008/2009,9827,2,0,1
483168,2008-08-31 00:00:00,2008/2009,9851,1,1,1
483167,2008-08-31 00:00:00,2008/2009,9853,1,0,2
537637,2008-08-31 00:00:00,2008/2009,9857,,,
530092,2008-08-31 00:00:00,2008/2009,9864,,,
530091,2008-08-31 00:00:00,2008/2009,9865,,,
530088,2008-08-31 00:00:00,2008/2009,9869,,,
537638,2008-08-31 00:00:00,2008/2009,9875,,,
537636,2008-08-31 00:00:00,2008/2009,9885,,,
537640,2008-08-31 00:00:00,2008/2009,9888,,,
499337,2008-08-31 00:00:00,2008/2009,9904,0,1,1
530092,2008-08-31 00:00:00,2008/2009,9906,,,
483168,2008-08-31 00:00:00,2008/2009,9941,1,1,1
530084,2008-08-31 00:00:00,2008/2009,10205,,,
537634,2008-08-31 00:00:00,2008/2009,10233,,,
489066,2008-08-31 00:00:00,2008/2009,10252,1,0,1
499337,2008-08-31 00:00:00,2008/2009,10269,1,0,1
499347,2008-09-13 00:00:00,2008/2009,8177,1,1,1
499344,2008-09-13 00:00:00,2008/2009,8178,2,0,1
499352,2008-09-13 00:00:00,2008/2009,8226,2,0,1
530096,2008-09-13 00:00:00,2008/2009,8302,0,1,0
499346,2008-09-13 00:00:00,2008/2009,8398,0,1,2
489075,2008-09-13 00:00:00,2008/2009,8455,2,1,0
489075,2008-09-13 00:00:00,2008/2009,8456,2,0,1
489079,2008-09-13 00:00:00,2008/2009,8462,1,0,2
489081,2008-09-13 00:00:00,2008/2009,8472,1,0,2
483169,2008-09-13 00:00:00,2008/2009,8481,1,2,1
489081,2008-09-13 00:00:00,2008/2009,8528,1,0,2
539571,2008-09-13 00:00:00,2008/2009,8530,1,0,0
539566,2008-09-13 00:00:00,2008/2009,8540,0,0,1
489079,2008-09-13 00:00:00,2008/2009,8549,2,0,1
489077,2008-09-13 00:00:00,2008/2009,8559,1,1,1
483169,2008-09-13 00:00:00,2008/2009,8583,2,0,2
483170,2008-09-13 00:00:00,2008/2009,8592,3,1,0
530095,2008-09-13 00:00:00,2008/2009,8634,0,0,1
539571,2008-09-13 00:00:00,2008/2009,8636,0,1,0
489072,2008-09-13 00:00:00,2008/2009,8650,2,1,0
489078,2008-09-13 00:00:00,2008/2009,8654,2,0,1
489076,2008-09-13 00:00:00,2008/2009,8655,1,1,1
489078,2008-09-13 00:00:00,2008/2009,8659,0,1,2
489074,2008-09-13 00:00:00,2008/2009,8667,1,1,1
483172,2008-09-13 00:00:00,2008/2009,8682,3,0,1
539566,2008-09-13 00:00:00,2008/2009,8686,0,1,0
483174,2008-09-13 00:00:00,2008/2009,8689,1,1,2
530095,2008-09-13 00:00:00,2008/2009,8696,0,1,0
499346,2008-09-13 00:00:00,2008/2009,8697,0,2,1
499347,2008-09-13 00:00:00,2008/2009,8721,1,2,0
499349,2008-09-13 00:00:00,2008/2009,8722,1,1,1
483176,2008-09-13 00:00:00,2008/2009,9746,1,0,3
483173,2008-09-13 00:00:00,2008/2009,9748,3,1,0
499345,2008-09-13 00:00:00,2008/2009,9789,2,1,0
499344,2008-09-13 00:00:00,2008/2009,9790,2,1,0
499349,2008-09-13 00:00:00,2008/2009,9823,1,2,0
489076,2008-09-13 00:00:00,2008/2009,9825,2,0,1
483170,2008-09-13 00:00:00,2008/2009,9827,2,0,2
483174,2008-09-13 00:00:00,2008/2009,9829,1,2,1
483173,2008-09-13 00:00:00,2008/2009,9831,3,0,1
483176,2008-09-13 00:00:00,2008/2009,9851,1,2,1
483178,2008-09-13 00:00:00,2008/2009,9855,3,0,1
530096,2008-09-13 00:00:00,2008/2009,9869,0,0,1
483178,2008-09-13 00:00:00,2008/2009,9873,2,0,2
489077,2008-09-13 00:00:00,2008/2009,9879,1,0,1
530099,2008-09-13 00:00:00,2008/2009,9906,1,0,0
483172,2008-09-13 00:00:00,2008/2009,9941,1,2,1
499345,2008-09-13 00:00:00,2008/2009,10189,2,1,0
489072,2008-09-13 00:00:00,2008/2009,10260,1,1,0
489074,2008-09-13 00:00:00,2008/2009,10261,1,1,1
499352,2008-09-13 00:00:00,2008/2009,10269,2,0,1
530099,2008-09-13 00:00:00,2008/2009,10281,0,0,1
483171,2008-09-14 00:00:00,2008/2009,7819,1,1,2
530097,2008-09-14 00:00:00,2008/2009,8305,1,0,0
530100,2008-09-14 00:00:00,2008/2009,8315,0,0,1
530102,2008-09-14 00:00:00,2008/2009,8371,0,1,0
530094,2008-09-14 00:00:00,2008/2009,8388,1,0,0
530098,2008-09-14 00:00:00,2008/2009,8479,1,0,0
539561,2008-09-14 00:00:00,2008/2009,8524,1,0,0
539564,2008-09-14 00:00:00,2008/2009,8529,0,0,1
539568,2008-09-14 00:00:00,2008/2009,8533,1,0,0
539567,2008-09-14 00:00:00,2008/2009,8535,0,1,0
539569,2008-09-14 00:00:00,2008/2009,8543,1,0,0
539564,2008-09-14 00:00:00,2008/2009,8551,0,0,1
530098,2008-09-14 00:00:00,2008/2009,8558,1,0,0
539572,2008-09-14 00:00:00,2008/2009,8564,0,0,1
539570,2008-09-14 00:00:00,2008/2009,8600,1,0,0
530097,2008-09-14 00:00:00,2008/2009,8603,0,0,1
530094,2008-09-14 00:00:00,2008/2009,8633,0,0,1
483177,2008-09-14 00:00:00,2008/2009,8639,1,1,2
530102,2008-09-14 00:00:00,2008/2009,8661,0,0,1
489080,2008-09-14 00:00:00,2008/2009,8668,1,0,2
539565,2008-09-14 00:00:00,2008/2009,8690,0,0,1
530093,2008-09-14 00:00:00,2008/2009,9783,1,0,0
499351,2008-09-14 00:00:00,2008/2009,9788,1,0,2
539565,2008-09-14 00:00:00,2008/2009,9804,1,0,0
483175,2008-09-14 00:00:00,2008/2009,9830,0,1,3
483175,2008-09-14 00:00:00,2008/2009,9847,2,1,1
483171,2008-09-14 00:00:00,2008/2009,9853,1,0,3
539561,2008-09-14 00:00:00,2008/2009,9857,1,0,0
530100,2008-09-14 00:00:00,2008/2009,9864,0,0,1
530101,2008-09-14 00:00:00,2008/2009,9865,1,0,0
483177,2008-09-14 00:00:00,2008/2009,9874,0,1,3
539567,2008-09-14 00:00:00,2008/2009,9875,0,1,0
539569,2008-09-14 00:00:00,2008/2009,9882,0,1,0
539570,2008-09-14 00:00:00,2008/2009,9885,0,1,0
539568,2008-09-14 00:00:00,2008/2009,9888,0,0,1
499351,2008-09-14 00:00:00,2008/2009,9904,0,1,2
499350,2008-09-14 00:00:00,2008/2009,9911,0,1,2
499350,2008-09-14 00:00:00,2008/2009,9912,0,2,1
489080,2008-09-14 00:00:00,2008/2009,10194,1,0,2
530093,2008-09-14 00:00:00,2008/2009,10205,0,1,0
539572,2008-09-14 00:00:00,2008/2009,10233,0,0,1
530101,2008-09-14 00:00:00,2008/2009,10267,1,0,0
489073,2008-09-15 00:00:00,2008/2009,8586,0,1,2
489073,2008-09-15 00:00:00,2008/2009,10252,1,1,1
499354,2008-09-19 00:00:00,2008/2009,8178,2,0,2
499354,2008-09-19 00:00:00,2008/2009,9904,1,1,2
483181,2008-09-20 00:00:00,2008/2009,7819,2,1,2
499360,2008-09-20 00:00:00,2008/2009,8177,1,2,1
530108,2008-09-20 00:00:00,2008/2009,8305,1,1,0
499359,2008-09-20 00:00:00,2008/2009,8398,0,1,3
489083,2008-09-20 00:00:00,2008/2009,8472,1,1,2
530112,2008-09-20 00:00:00,2008/2009,8479,1,0,1
539581,2008-09-20 00:00:00,2008/2009,8524,2,0,0
539581,2008-09-20 00:00:00,2008/2009,8530,1,0,1
489083,2008-09-20 00:00:00,2008/2009,8549,2,0,2
530108,2008-09-20 00:00:00,2008/2009,8558,2,0,0
489088,2008-09-20 00:00:00,2008/2009,8559,1,1,2
483182,2008-09-20 00:00:00,2008/2009,8583,2,1,2
483182,2008-09-20 00:00:00,2008/2009,8639,1,2,2
489082,2008-09-20 00:00:00,2008/2009,8650,3,1,0
489085,2008-09-20 00:00:00,2008/2009,8654,2,0,2
489087,2008-09-20 00:00:00,2008/2009,8655,1,1,2
483186,2008-09-20 00:00:00,2008/2009,8682,3,0,2
539576,2008-09-20 00:00:00,2008/2009,8686,0,1,1
483181,2008-09-20 00:00:00,2008/2009,8689,1,1,3
539576,2008-09-20 00:00:00,2008/2009,8690,0,1,1
499353,2008-09-20 00:00:00,2008/2009,8697,1,2,1
499358,2008-09-20 00:00:00,2008/2009,8722,1,1,2
483180,2008-09-20 00:00:00,2008/2009,9746,1,1,3
483180,2008-09-20 00:00:00,2008/2009,9748,4,1,0
499360,2008-09-20 00:00:00,2008/2009,9788,1,0,3
499356,2008-09-20 00:00:00,2008/2009,9810,0,2,1
499353,2008-09-20 00:00:00,2008/2009,9823,2,2,0
489088,2008-09-20 00:00:00,2008/2009,9825,3,0,1
483179,2008-09-20 00:00:00,2008/2009,9827,2,1,2
483185,2008-09-20 00:00:00,2008/2009,9830,0,1,4
483186,2008-09-20 00:00:00,2008/2009,9831,3,0,2
483179,2008-09-20 00:00:00,2008/2009,9855,3,1,1
483185,2008-09-20 00:00:00,2008/2009,9873,2,1,2
483188,2008-09-20 00:00:00,2008/2009,9874,0,2,3
489087,2008-09-20 00:00:00,2008/2009,9879,2,0,1
530112,2008-09-20 00:00:00,2008/2009,9906,1,0,1
499359,2008-09-20 00:00:00,2008/2009,9911,1,1,2
499358,2008-09-20 00:00:00,2008/2009,9912,0,2,2
483188,2008-09-20 00:00:00,2008/2009,9941,2,2,1
499356,2008-09-20 00:00:00,2008/2009,10189,2,2,0
489082,2008-09-20 00:00:00,2008/2009,10194,1,0,3
489085,2008-09-20 00:00:00,2008/2009,10261,1,1,2
499361,2008-09-21 00:00:00,2008/2009,8226,2,1,1
499355,2008-09-21 00:00:00,2008/2009,8295,1,0,2
530107,2008-09-21 00:00:00,2008/2009,8302,1,1,0
530111,2008-09-21 00:00:00,2008/2009,8315,0,1,1
530106,2008-09-21 00:00:00,2008/2009,8371,0,2,0
530104,2008-09-21 00:00:00,2008/2009,8388,1,0,1
489091,2008-09-21 00:00:00,2008/2009,8455,3,1,0
489086,2008-09-21 00:00:00,2008/2009,8456,2,0,2
489086,2008-09-21 00:00:00,2008/2009,8462,2,0,2
483184,2008-09-21 00:00:00,2008/2009,8481,1,3,1
489084,2008-09-21 00:00:00,2008/2009,8528,1,1,2
539582,2008-09-21 00:00:00,2008/2009,8529,0,0,2
539575,2008-09-21 00:00:00,2008/2009,8533,1,0,1
539580,2008-09-21 00:00:00,2008/2009,8535,0,1,1
539577,2008-09-21 00:00:00,2008/2009,8540,1,0,1
539578,2008-09-21 00:00:00,2008/2009,8543,2,0,0
539579,2008-09-21 00:00:00,2008/2009,8551,1,0,1
539578,2008-09-21 00:00:00,2008/2009,8564,0,0,2
489084,2008-09-21 00:00:00,2008/2009,8586,0,1,3
483183,2008-09-21 00:00:00,2008/2009,8592,3,2,0
539573,2008-09-21 00:00:00,2008/2009,8600,1,0,1
530107,2008-09-21 00:00:00,2008/2009,8603,0,1,1
530109,2008-09-21 00:00:00,2008/2009,8633,1,0,1
530103,2008-09-21 00:00:00,2008/2009,8634,0,1,1
539574,2008-09-21 00:00:00,2008/2009,8636,1,1,0
489089,2008-09-21 00:00:00,2008/2009,8659,1,1,2
530105,2008-09-21 00:00:00,2008/2009,8661,0,1,1
489090,2008-09-21 00:00:00,2008/2009,8667,2,1,1
489090,2008-09-21 00:00:00,2008/2009,8668,2,0,2
530109,2008-09-21 00:00:00,2008/2009,8696,0,2,0
499357,2008-09-21 00:00:00,2008/2009,8721,1,3,0
530105,2008-09-21 00:00:00,2008/2009,9783,1,0,1
499361,2008-09-21 00:00:00,2008/2009,9789,2,2,0
499357,2008-09-21 00:00:00,2008/2009,9790,3,1,0
539574,2008-09-21 00:00:00,2008/2009,9804,1,1,0
483183,2008-09-21 00:00:00,2008/2009,9829,2,2,1
483187,2008-09-21 00:00:00,2008/2009,9847,3,1,1
483184,2008-09-21 00:00:00,2008/2009,9851,1,3,1
483187,2008-09-21 00:00:00,2008/2009,9853,1,0,4
539580,2008-09-21 00:00:00,2008/2009,9857,1,0,1
530110,2008-09-21 00:00:00,2008/2009,9864,0,1,1
530110,2008-09-21 00:00:00,2008/2009,9865,1,1,0
530103,2008-09-21 00:00:00,2008/2009,9869,0,0,2
539573,2008-09-21 00:00:00,2008/2009,9875,1,1,0
539575,2008-09-21 00:00:00,2008/2009,9882,0,1,1
539582,2008-09-21 00:00:00,2008/2009,9885,1,1,0
539579,2008-09-21 00:00:00,2008/2009,9888,1,0,1
530104,2008-09-21 00:00:00,2008/2009,10205,1,1,0
539577,2008-09-21 00:00:00,2008/2009,10233,1,0,1
489089,2008-09-21 00:00:00,2008/2009,10252,2,1,1
489091,2008-09-21 00:00:00,2008/2009,10260,1,1,1
530106,2008-09-21 00:00:00,2008/2009,10267,1,1,0
499355,2008-09-21 00:00:00,2008/2009,10269,2,1,1
530111,2008-09-21 00:00:00,2008/2009,10281,1,0,1
530118,2008-09-24 00:00:00,2008/2009,8302,1,2,0
530119,2008-09-24 00:00:00,2008/2009,8305,1,2,0
530113,2008-09-24 00:00:00,2008/2009,8371,0,2,1
539592,2008-09-24 00:00:00,2008/2009,8524,2,0,1
539592,2008-09-24 00:00:00,2008/2009,8529,0,0,3
539587,2008-09-24 00:00:00,2008/2009,8530,2,0,1
539590,2008-09-24 00:00:00,2008/2009,8533,1,1,1
539586,2008-09-24 00:00:00,2008/2009,8535,1,1,1
539585,2008-09-24 00:00:00,2008/2009,8540,2,0,1
539586,2008-09-24 00:00:00,2008/2009,8543,2,0,1
539583,2008-09-24 00:00:00,2008/2009,8551,1,1,1
530118,2008-09-24 00:00:00,2008/2009,8558,2,1,0
539584,2008-09-24 00:00:00,2008/2009,8564,1,0,2
539591,2008-09-24 00:00:00,2008/2009,8600,1,1,1
530117,2008-09-24 00:00:00,2008/2009,8603,0,2,1
530116,2008-09-24 00:00:00,2008/2009,8633,2,0,1
530117,2008-09-24 00:00:00,2008/2009,8634,1,1,1
539588,2008-09-24 00:00:00,2008/2009,8636,2,1,0
539589,2008-09-24 00:00:00,2008/2009,8686,1,1,1
539584,2008-09-24 00:00:00,2008/2009,8690,0,1,2
530115,2008-09-24 00:00:00,2008/2009,8696,0,2,1
530113,2008-09-24 00:00:00,2008/2009,9783,1,1,1
539590,2008-09-24 00:00:00,2008/2009,9804,1,1,1
539591,2008-09-24 00:00:00,2008/2009,9857,1,0,2
530116,2008-09-24 00:00:00,2008/2009,9869,0,0,3
539585,2008-09-24 00:00:00,2008/2009,9875,1,2,0
539583,2008-09-24 00:00:00,2008/2009,9882,0,2,1
539587,2008-09-24 00:00:00,2008/2009,9885,2,1,0
539588,2008-09-24 00:00:00,2008/2009,9888,1,1,1
530119,2008-09-24 00:00:00,2008/2009,9906,2,0,1
530115,2008-09-24 00:00:00,2008/2009,10205,2,1,0
539589,2008-09-24 00:00:00,2008/2009,10233,1,0,2
530120,2008-09-25 00:00:00,2008/2009,8315,1,1,1
