match_api_id,date,season,team_id,wins,draws,losses
530119,2008-09-24 00:00:00,2008/2009,9906,2,0,1
530115,2008-09-24 00:00:00,2008/2009,10205,2,1,0
539589,2008-09-24 00:00:00,2008/2009,10233,1,0,0
530120,2008-09-25 00:00:00,2008/2009,8315,1,1,1
530114,2008-09-25 00:00:00,2008/2009,8388,1,0,2
530120,2008-09-25 00:00:00,2008/2009,8479,1,0,2
530114,2008-09-25 00:00:00,2008/2009,8661,0,2,1
530122,2008-09-25 00:00:00,2008/2009,9864,0,1,2
530121,2008-09-25 00:00:00,2008/2009,9865,2,1,0
530122,2008-09-25 00:00:00,2008/2009,10267,2,1,0
530121,2008-09-25 00:00:00,2008/2009,10281,1,0,2
499367,2008-09-26 00:00:00,2008/2009,8722,0,1,1
483191,2008-09-27 00:00:00,2008/2009,7819,2,0,1
499365,2008-09-27 00:00:00,2008/2009,8177,0,2,0
539601,2008-09-27 00:00:00,2008/2009,8535,1,1,0
489096,2008-09-27 00:00:00,2008/2009,8549,2,0,0
530128,2008-09-27 00:00:00,2008/2009,8558,2,1,1
483189,2008-09-27 00:00:00,2008/2009,8583,1,1,1
530127,2008-09-27 00:00:00,2008/2009,8603,0,2,2
530127,2008-09-27 00:00:00,2008/2009,8633,3,0,1
530128,2008-09-27 00:00:00,2008/2009,8634,2,1,1
489095,2008-09-27 00:00:00,2008/2009,8668,0,0,2
483192,2008-09-27 00:00:00,2008/2009,8682,1,0,2
499364,2008-09-27 00:00:00,2008/2009,8697,1,1,0
483193,2008-09-27 00:00:00,2008/2009,9748,3,0,0
499363,2008-09-27 00:00:00,2008/2009,9789,0,2,0
499362,2008-09-27 00:00:00,2008/2009,9790,2,0,0
489093,2008-09-27 00:00:00,2008/2009,9825,2,0,0
483195,2008-09-27 00:00:00,2008/2009,9847,2,0,0
483196,2008-09-27 00:00:00,2008/2009,9851,1,2,0
530126,2008-09-27 00:00:00,2008/2009,9869,0,0,4
483197,2008-09-27 00:00:00,2008/2009,9874,0,2,1
489098,2008-09-27 00:00:00,2008/2009,9879,2,0,0
539595,2008-09-27 00:00:00,2008/2009,9882,0,2,0
499369,2008-09-27 00:00:00,2008/2009,9904,1,1,0
499368,2008-09-27 00:00:00,2008/2009,9911,1,1,0
489100,2008-09-27 00:00:00,2008/2009,10194,1,0,1
530126,2008-09-27 00:00:00,2008/2009,10205,3,1,0
489094,2008-09-27 00:00:00,2008/2009,10252,1,1,0
489092,2008-09-27 00:00:00,2008/2009,10260,0,1,0
489097,2008-09-27 00:00:00,2008/2009,10261,1,0,1
499370,2008-09-28 00:00:00,2008/2009,8295,1,0,1
530129,2008-09-28 00:00:00,2008/2009,8302,2,2,0
530130,2008-09-28 00:00:00,2008/2009,8305,1,2,1
530130,2008-09-28 00:00:00,2008/2009,8315,1,2,1
530124,2008-09-28 00:00:00,2008/2009,8371,0,3,1
530124,2008-09-28 00:00:00,2008/2009,8388,1,0,3
489099,2008-09-28 00:00:00,2008/2009,8462,1,0,1
530131,2008-09-28 00:00:00,2008/2009,8479,1,1,2
489101,2008-09-28 00:00:00,2008/2009,8528,0,1,1
539600,2008-09-28 00:00:00,2008/2009,8530,2,0,0
539597,2008-09-28 00:00:00,2008/2009,8540,2,0,0
539598,2008-09-28 00:00:00,2008/2009,8564,1,0,1
539593,2008-09-28 00:00:00,2008/2009,8600,1,1,0
530125,2008-09-28 00:00:00,2008/2009,8661,1,2,1
539596,2008-09-28 00:00:00,2008/2009,8686,1,1,0
530125,2008-09-28 00:00:00,2008/2009,8696,0,2,2
530123,2008-09-28 00:00:00,2008/2009,9783,1,2,1
539594,2008-09-28 00:00:00,2008/2009,9804,1,0,1
499366,2008-09-28 00:00:00,2008/2009,9810,0,0,1
483190,2008-09-28 00:00:00,2008/2009,9827,2,1,0
483194,2008-09-28 00:00:00,2008/2009,9829,2,1,0
539599,2008-09-28 00:00:00,2008/2009,9857,0,0,2
530132,2008-09-28 00:00:00,2008/2009,9864,0,1,3
530131,2008-09-28 00:00:00,2008/2009,9865,2,1,1
483198,2008-09-28 00:00:00,2008/2009,9873,2,1,0
539602,2008-09-28 00:00:00,2008/2009,9888,1,1,0
530129,2008-09-28 00:00:00,2008/2009,9906,3,0,1
530123,2008-09-28 00:00:00,2008/2009,10267,3,1,0
530132,2008-09-28 00:00:00,2008/2009,10281,2,0,2
499376,2008-10-03 00:00:00,2008/2009,9912,1,1,1
499372,2008-10-04 00:00:00,2008/2009,8178,2,0,1
499379,2008-10-04 00:00:00,2008/2009,8226,2,1,0
489102,2008-10-04 00:00:00,2008/2009,8472,1,0,2
489110,2008-10-04 00:00:00,2008/2009,8528,1,1,1
539607,2008-10-04 00:00:00,2008/2009,8543,2,0,0
483203,2008-10-04 00:00:00,2008/2009,8592,2,1,0
530139,2008-10-04 00:00:00,2008/2009,8603,0,2,3
530133,2008-10-04 00:00:00,2008/2009,8634,3,1,1
539609,2008-10-04 00:00:00,2008/2009,8636,2,0,0
483201,2008-10-04 00:00:00,2008/2009,8639,2,0,1
489107,2008-10-04 00:00:00,2008/2009,8655,1,1,1
489108,2008-10-04 00:00:00,2008/2009,8659,1,0,2
483202,2008-10-04 00:00:00,2008/2009,8689,0,2,1
483200,2008-10-04 00:00:00,2008/2009,9746,1,0,2
499378,2008-10-04 00:00:00,2008/2009,9788,1,0,2
499371,2008-10-04 00:00:00,2008/2009,9823,1,1,1
483205,2008-10-04 00:00:00,2008/2009,9831,2,1,0
483199,2008-10-04 00:00:00,2008/2009,9855,2,0,1
530133,2008-10-04 00:00:00,2008/2009,9906,3,0,2
483208,2008-10-04 00:00:00,2008/2009,9941,2,1,0
530139,2008-10-04 00:00:00,2008/2009,10205,4,1,0
499374,2008-10-04 00:00:00,2008/2009,10269,2,0,1
530141,2008-10-05 00:00:00,2008/2009,8302,3,2,0
530138,2008-10-05 00:00:00,2008/2009,8305,2,2,1
530141,2008-10-05 00:00:00,2008/2009,8315,1,2,2
530136,2008-10-05 00:00:00,2008/2009,8371,0,4,1
530135,2008-10-05 00:00:00,2008/2009,8388,1,1,3
499377,2008-10-05 00:00:00,2008/2009,8398,0,1,2
489111,2008-10-05 00:00:00,2008/2009,8455,1,2,0
489106,2008-10-05 00:00:00,2008/2009,8456,2,0,1
489109,2008-10-05 00:00:00,2008/2009,8462,2,0,1
530142,2008-10-05 00:00:00,2008/2009,8479,1,1,3
483204,2008-10-05 00:00:00,2008/2009,8481,1,3,0
539612,2008-10-05 00:00:00,2008/2009,8524,2,0,0
539606,2008-10-05 00:00:00,2008/2009,8529,0,0,2
539611,2008-10-05 00:00:00,2008/2009,8533,1,1,0
539604,2008-10-05 00:00:00,2008/2009,8551,1,1,0
530134,2008-10-05 00:00:00,2008/2009,8558,2,1,2
489103,2008-10-05 00:00:00,2008/2009,8586,0,1,2
539603,2008-10-05 00:00:00,2008/2009,8600,2,1,0
530134,2008-10-05 00:00:00,2008/2009,8633,4,0,1
489104,2008-10-05 00:00:00,2008/2009,8654,3,0,0
530137,2008-10-05 00:00:00,2008/2009,8661,2,2,1
489105,2008-10-05 00:00:00,2008/2009,8668,0,0,3
539605,2008-10-05 00:00:00,2008/2009,8690,0,1,1
530136,2008-10-05 00:00:00,2008/2009,8696,0,2,3
530135,2008-10-05 00:00:00,2008/2009,9783,1,2,2
499373,2008-10-05 00:00:00,2008/2009,9789,1,2,0
483206,2008-10-05 00:00:00,2008/2009,9851,2,2,0
483207,2008-10-05 00:00:00,2008/2009,9853,2,0,1
530142,2008-10-05 00:00:00,2008/2009,9864,1,1,3
530138,2008-10-05 00:00:00,2008/2009,9865,3,1,1
530137,2008-10-05 00:00:00,2008/2009,9869,0,0,5
539608,2008-10-05 00:00:00,2008/2009,9885,1,1,0
499375,2008-10-05 00:00:00,2008/2009,10189,3,0,0
539610,2008-10-05 00:00:00,2008/2009,10233,2,0,0
530140,2008-10-05 00:00:00,2008/2009,10267,4,1,0
530140,2008-10-05 00:00:00,2008/2009,10281,2,0,3
499386,2008-10-17 00:00:00,2008/2009,9911,1,1,1
483211,2008-10-18 00:00:00,2008/2009,7819,3,0,1
499382,2008-10-18 00:00:00,2008/2009,8177,0,2,1
499388,2008-10-18 00:00:00,2008/2009,8295,2,0,1
539619,2008-10-18 00:00:00,2008/2009,8535,2,1,0
489116,2008-10-18 00:00:00,2008/2009,8549,2,0,1
530208,2008-10-18 00:00:00,2008/2009,8558,2,2,2
489119,2008-10-18 00:00:00,2008/2009,8559,1,1,1
530205,2008-10-18 00:00:00,2008/2009,8633,4,1,1
489114,2008-10-18 00:00:00,2008/2009,8650,2,1,0
499381,2008-10-18 00:00:00,2008/2009,8697,2,1,0
499383,2008-10-18 00:00:00,2008/2009,8721,2,1,0
499385,2008-10-18 00:00:00,2008/2009,8722,1,1,1
483213,2008-10-18 00:00:00,2008/2009,9748,4,0,0
499384,2008-10-18 00:00:00,2008/2009,9810,0,1,1
489113,2008-10-18 00:00:00,2008/2009,9825,2,0,1
483210,2008-10-18 00:00:00,2008/2009,9827,2,2,0
483214,2008-10-18 00:00:00,2008/2009,9829,2,1,1
483215,2008-10-18 00:00:00,2008/2009,9830,1,1,1
483216,2008-10-18 00:00:00,2008/2009,9847,2,0,1
483217,2008-10-18 00:00:00,2008/2009,9874,0,3,1
539614,2008-10-18 00:00:00,2008/2009,9875,2,0,0
489118,2008-10-18 00:00:00,2008/2009,9879,2,0,1
499387,2008-10-18 00:00:00,2008/2009,9904,2,1,0
530205,2008-10-18 00:00:00,2008/2009,9906,3,0,3
530208,2008-10-18 00:00:00,2008/2009,10205,5,1,0
489115,2008-10-18 00:00:00,2008/2009,10252,2,1,0
489112,2008-10-18 00:00:00,2008/2009,10260,1,1,0
530211,2008-10-19 00:00:00,2008/2009,8302,4,2,0
530212,2008-10-19 00:00:00,2008/2009,8305,2,3,1
530210,2008-10-19 00:00:00,2008/2009,8315,1,2,3
530204,2008-10-19 00:00:00,2008/2009,8371,0,4,2
530207,2008-10-19 00:00:00,2008/2009,8388,1,1,4
530209,2008-10-19 00:00:00,2008/2009,8479,1,1,4
539621,2008-10-19 00:00:00,2008/2009,8530,3,0,0
539620,2008-10-19 00:00:00,2008/2009,8533,1,1,1
539613,2008-10-19 00:00:00,2008/2009,8564,2,0,1
483209,2008-10-19 00:00:00,2008/2009,8583,2,1,1
530143,2008-10-19 00:00:00,2008/2009,8603,0,2,4
530210,2008-10-19 00:00:00,2008/2009,8634,4,1,1
530143,2008-10-19 00:00:00,2008/2009,8661,2,2,2
489120,2008-10-19 00:00:00,2008/2009,8667,1,1,1
483212,2008-10-19 00:00:00,2008/2009,8682,1,1,2
539615,2008-10-19 00:00:00,2008/2009,8686,2,1,0
530206,2008-10-19 00:00:00,2008/2009,8696,1,2,3
530206,2008-10-19 00:00:00,2008/2009,9783,2,2,2
499380,2008-10-19 00:00:00,2008/2009,9790,3,0,0
539616,2008-10-19 00:00:00,2008/2009,9804,1,0,2
539622,2008-10-19 00:00:00,2008/2009,9857,0,0,3
530212,2008-10-19 00:00:00,2008/2009,9864,2,1,3
530211,2008-10-19 00:00:00,2008/2009,9865,3,2,1
530204,2008-10-19 00:00:00,2008/2009,9869,1,0,5
483218,2008-10-19 00:00:00,2008/2009,9873,2,1,1
539617,2008-10-19 00:00:00,2008/2009,9888,2,1,0
489121,2008-10-19 00:00:00,2008/2009,10194,1,0,2
539618,2008-10-19 00:00:00,2008/2009,10233,3,0,0
530207,2008-10-19 00:00:00,2008/2009,10267,5,1,0
530209,2008-10-19 00:00:00,2008/2009,10281,2,0,4
489117,2008-10-20 00:00:00,2008/2009,10261,1,0,2
499348,2008-10-22 00:00:00,2008/2009,9810,0,1,2
499390,2008-10-24 00:00:00,2008/2009,8178,2,0,2
530215,2008-10-25 00:00:00,2008/2009,8371,0,4,3
499394,2008-10-25 00:00:00,2008/2009,8398,0,1,3
489122,2008-10-25 00:00:00,2008/2009,8472,1,1,2
539626,2008-10-25 00:00:00,2008/2009,8551,2,1,0
483219,2008-10-25 00:00:00,2008/2009,8583,2,2,1
530215,2008-10-25 00:00:00,2008/2009,8603,1,2,4
530219,2008-10-25 00:00:00,2008/2009,8634,5,1,1
