id,match_api_id,match_date,home_player_6_name,home_player_6_rating,home_player_6_potential
22696,1051767,2011-11-06 00:00:00,Sami Khedira,81,84
22703,1051774,2011-11-19 00:00:00,Tino Costa,78,83
22713,1051784,2011-11-26 00:00:00,Sami Khedira,81,84
22725,1051796,2011-12-03 00:00:00,Sebastian Eguren,72,72
22737,1051808,2011-12-10 00:00:00,Xabi Alonso,86,87
22742,1051813,2011-12-17 00:00:00,Gary Medel,78,82
22750,1052021,2012-01-07 00:00:00,Sami Khedira,81,84
22760,1051821,2012-01-14 00:00:00,Michael Pereira,70,77
22776,1051622,2011-08-28 00:00:00,Leonardo Ponzio,73,81
22782,1051833,2012-05-02 00:00:00,Oscar de Marcos,70,76
22791,1051842,2012-01-28 00:00:00,Esteban Granero,78,81
22801,1051852,2012-02-04 00:00:00,Juan Rodriguez,74,74
22809,1051860,2012-02-12 00:00:00,Esteban Granero,78,81
22819,1051870,2012-02-18 00:00:00,Esteban Granero,78,81
22834,1051885,2012-02-26 00:00:00,Javi Fuego,74,75
22846,1051897,2012-03-04 00:00:00,Sami Khedira,82,85
22852,1051903,2012-03-10 00:00:00,Benat Etxebarria,74,77
22863,1051914,2012-03-18 00:00:00,Sami Khedira,82,85
22873,1051924,2012-03-21 00:00:00,Angel Lopez,74,74
22886,1051677,2011-09-10 00:00:00,Xabi Alonso,86,87
22891,1051932,2012-03-24 00:00:00,Sami Khedira,82,85
22906,1051947,2012-03-31 00:00:00,Patxi Martinez Punal,73,73
22911,1051952,2012-04-08 00:00:00,Sami Khedira,82,85
22923,1051964,2012-04-11 00:00:00,Tiago,78,78
22930,1051971,2012-04-14 00:00:00,Sami Khedira,82,85
22940,1051981,2012-04-21 00:00:00,Xavi Hernandez,91,91
22957,1051998,2012-04-29 00:00:00,Esteban Granero,79,81
22967,1052008,2012-05-05 00:00:00,Hurtado Perez Moises,69,69
22975,1052016,2012-05-13 00:00:00,Sami Khedira,82,85
22984,1051685,2011-09-18 00:00:00,Xavier Torres,74,78
22989,1051690,2011-09-21 00:00:00,Alexandros Tziolis,72,72
22999,1051700,2011-09-24 00:00:00,Lassana Diarra,82,83
23016,1051717,2011-10-02 00:00:00,Jose Raul Baena,75,78
23027,1051728,2011-10-15 00:00:00,Lassana Diarra,82,83
23033,1051734,2011-10-22 00:00:00,Jeremy Toulalan,81,83
23039,1259332,2012-08-19 00:00:00,Lassana Diarra,81,83
23055,1260147,2012-11-03 00:00:00,Luka Modric,86,89
23064,1260177,2012-11-11 00:00:00,Vicente Iborra,74,78
23074,1260203,2012-11-17 00:00:00,Luka Modric,86,89
23083,1260225,2012-11-24 00:00:00,Benat Etxebarria,79,83
23093,1260262,2012-12-01 00:00:00,Sami Khedira,83,85
23102,1260235,2012-12-08 00:00:00,Victor Perez,73,75
23108,1260272,2012-12-16 00:00:00,Sami Khedira,83,85
23121,1260304,2012-12-22 00:00:00,Ignacio Camacho,75,77
23131,1260319,2013-01-06 00:00:00,Sami Khedira,83,85
23140,1260331,2013-01-12 00:00:00,Lolo,73,75
23156,1259985,2012-08-26 00:00:00,Michel,73,79
23165,1259981,2013-01-20 00:00:00,Fernando Gago,79,80
23176,1260005,2013-01-27 00:00:00,Michael Essien,82,85
23186,1260026,2013-02-02 00:00:00,Jose Recio,68,75
23197,1260048,2013-02-09 00:00:00,Michael Essien,82,85
23207,1260067,2013-02-17 00:00:00,Sami Khedira,83,85
23217,1260088,2013-02-23 00:00:00,Abel Aguilar,76,76
23226,1260112,2013-03-02 00:00:00,Pepe,84,86
23236,1260144,2013-03-10 00:00:00,Borja Oubina,74,74
23245,1260170,2013-03-16 00:00:00,Pepe,84,86
23255,1260196,2013-03-30 00:00:00,Jose Movilla,73,73
23266,1260004,2012-09-02 00:00:00,Sami Khedira,83,85
23274,1260223,2013-04-06 00:00:00,Luka Modric,84,89
23284,1260131,2013-04-14 00:00:00,Ander Iturraspe,76,78
23293,1260160,2013-04-20 00:00:00,Luka Modric,84,88
23303,1260202,2013-04-27 00:00:00,Mario Suarez,78,83
23312,1260241,2013-05-04 00:00:00,Sami Khedira,84,86
23322,1260283,2013-05-11 00:00:00,Victor Sanchez Mata,72,75
23331,1260247,2013-05-08 00:00:00,Michael Essien,81,81
23341,1260278,2013-05-26 00:00:00,Markel Bergara,73,74
23351,1260303,2013-06-01 00:00:00,Michael Essien,81,81
23367,1260022,2012-09-15 00:00:00,Hedwiges Maduro,76,79
23377,1260044,2012-09-24 00:00:00,Javi Fuego,75,75
23387,1260063,2012-09-30 00:00:00,Sami Khedira,83,85
23396,1260080,2012-10-07 00:00:00,Xavi Hernandez,90,90
23406,1260097,2012-10-20 00:00:00,Luka Modric,86,89
23415,1260121,2012-10-28 00:00:00,Emilio Nsue,72,77
23419,1505556,2013-08-18 00:00:00,Luka Modric,84,88
23434,1505908,2013-10-26 00:00:00,Xavi Hernandez,89,89
23444,1505918,2013-10-30 00:00:00,Asier Illarramendi,80,85
23455,1505929,2013-11-02 00:00:00,Roberto Trashorras,76,76
23465,1505939,2013-11-09 00:00:00,Sami Khedira,84,86
23476,1505950,2013-11-23 00:00:00,Sebastian Dubarbier,70,76
23486,1505960,2013-11-30 00:00:00,Xabi Alonso,85,85
23497,1505971,2013-12-14 00:00:00,Lolo,73,75
23507,1505981,2013-12-22 00:00:00,Oriol Romeu,72,81
23517,1505991,2014-01-06 00:00:00,Xabi Alonso,85,85
23526,1506000,2014-01-12 00:00:00,Raul Rodriguez,72,77
23530,1505574,2013-08-26 00:00:00,Manuel Iturra,76,77
23539,1506003,2014-01-18 00:00:00,"Lolo Reyes,23",67,76
23550,1506014,2014-01-25 00:00:00,Luka Modric,85,88
23560,1506024,2014-02-02 00:00:00,Ander Iturraspe,77,80
23571,1506035,2014-02-08 00:00:00,Asier Illarramendi,80,85
23581,1506045,2014-02-16 00:00:00,Borja Fernandez,72,72
23592,1506056,2014-02-22 00:00:00,Asier Illarramendi,80,85
23602,1506066,2014-03-02 00:00:00,Gabi,80,80
23613,1506077,2014-03-09 00:00:00,Luka Modric,86,88
23623,1506087,2014-03-15 00:00:00,Ignacio Camacho,74,81
23634,1506098,2014-03-23 00:00:00,Luka Modric,86,88
23640,1505584,2013-09-01 00:00:00,Luka Modric,84,88
23654,1506108,2014-03-26 00:00:00,Vicente Iborra,77,80
23665,1506119,2014-03-29 00:00:00,Asier Illarramendi,80,85
23675,1506129,2014-04-05 00:00:00,Markel Bergara,76,79
23686,1506140,2014-04-12 00:00:00,Luka Modric,86,88
23696,1506150,2014-05-07 00:00:00,Alvaro Rubio,73,73
23707,1506161,2014-04-26 00:00:00,Luka Modric,86,88
23717,1506171,2014-05-04 00:00:00,Asier Illarramendi,80,85
23727,1506181,2014-05-11 00:00:00,Michael Krohn-Dehli,72,72
23736,1506190,2014-05-17 00:00:00,Sami Khedira,84,86
23741,1505595,2013-09-14 00:00:00,Manuel Trigueros,70,75
23751,1505855,2013-09-22 00:00:00,Sami Khedira,84,86
23762,1505866,2013-09-25 00:00:00,Ruben Perez,74,78
23772,1505876,2013-09-28 00:00:00,Sami Khedira,84,86
23783,1505887,2013-10-05 00:00:00,Pape Kouli Diop,76,78
23793,1505897,2013-10-19 00:00:00,Sami Khedira,84,86
23806,1778042,2014-08-25 00:00:00,Luka Modric,86,88
23816,1778132,2014-11-01 00:00:00,Dimitri Foulquier,68,77
23826,1778142,2014-11-08 00:00:00,Gareth Bale,87,91
23837,1778153,2014-11-22 00:00:00,Jon Errasti,70,75
23847,1778163,2014-11-29 00:00:00,Jose Recio,71,76
23857,1778173,2014-12-06 00:00:00,Toni Kroos,85,88
23866,1778182,2014-12-12 00:00:00,Thomas,68,71
23876,1778192,2015-02-04 00:00:00,Sami Khedira,84,86
23885,1778201,2015-01-04 00:00:00,Daniel Parejo,80,86
23895,1778211,2015-01-10 00:00:00,Isco,83,88
23904,1778220,2015-01-18 00:00:00,Diego Castro,77,77
23912,1778048,2014-08-31 00:00:00,Markel Bergara,76,79
23921,1778227,2015-01-24 00:00:00,Federico Nicolas Cartabia,74,81
23932,1778238,2015-01-31 00:00:00,James Rodriguez,86,92
23942,1778248,2015-02-07 00:00:00,Koke,82,85
23953,1778259,2015-02-14 00:00:00,Asier Illarramendi,79,84
23963,1778269,2015-02-22 00:00:00,Adrian Gonzalez,72,75
23974,1778280,2015-03-01 00:00:00,Lucas Silva,75,83
23984,1778290,2015-03-07 00:00:00,Benat Etxebarria,78,81
23995,1778301,2015-03-15 00:00:00,Isco,83,88
24005,1778311,2015-03-22 00:00:00,Ivan Rakitic,83,84
24016,1778322,2015-04-05 00:00:00,Luka Modric,87,87
24022,1778058,2014-09-13 00:00:00,Luka Modric,86,88
24036,1778332,2015-04-08 00:00:00,Gael Kakuta,74,76
24047,1778343,2015-04-11 00:00:00,Luka Modric,87,87
24057,1778353,2015-04-18 00:00:00,Isco,83,88
24067,1778363,2015-04-26 00:00:00,Michael Krohn-Dehli,75,75
24076,1778372,2015-04-29 00:00:00,Asier Illarramendi,79,84
24086,1778382,2015-05-02 00:00:00,Stephane M'Bia,75,75
24095,1778391,2015-05-09 00:00:00,Toni Kroos,85,88
24105,1778401,2015-05-17 00:00:00,Javi Lopez,71,71
24114,1778410,2015-05-23 00:00:00,Asier Illarramendi,79,84
24123,1778069,2014-09-20 00:00:00,Alejandro Bergantinos,69,69
24133,1778079,2014-09-23 00:00:00,Asier Illarramendi,79,84
24144,1778090,2014-09-27 00:00:00,Moi Gomez,74,82
24154,1778100,2014-10-05 00:00:00,Luka Modric,87,87
24165,1778111,2014-10-18 00:00:00,Pape Kouli Diop,77,78
24175,1778121,2014-10-25 00:00:00,James Rodriguez,86,92
24185,2030089,2015-08-23 00:00:00,Carlos Carmona,68,72
24191,2030175,2015-10-31 00:00:00,Toni Kroos,87,90
24200,2030184,2015-11-08 00:00:00,Grzegorz Krychowiak,82,86
24210,2030194,2015-11-21 00:00:00,Luka Modric,87,87
24219,2030204,2015-11-29 00:00:00,Gonzalo Escalante,71,81
24229,2030214,2015-12-05 00:00:00,James Rodriguez,87,93
24238,2030223,2015-12-13 00:00:00,Jonathan dos Santos,78,82
24248,2030233,2015-12-20 00:00:00,Luka Modric,87,87
24258,2030243,2015-12-30 00:00:00,Luka Modric,87,87
24269,2030254,2016-01-03 00:00:00,Joao Cancelo,73,81
24279,2030264,2016-01-09 00:00:00,Luka Modric,87,87
24295,2030099,2015-08-29 00:00:00,Toni Kroos,85,88
24305,2030355,2016-01-17 00:00:00,Luka Modric,87,87
24315,2030365,2016-01-24 00:00:00,Petros,71,73
24324,2030374,2016-01-31 00:00:00,James Rodriguez,87,93
24334,2030384,2016-02-07 00:00:00,Ruben Perez,76,78
24343,2030393,2016-02-13 00:00:00,Luka Modric,87,87
24353,2030403,2016-02-21 00:00:00,"Juanpi,20",73,83
24362,2030412,2016-02-27 00:00:00,James Rodriguez,87,93
24372,2030422,2016-03-02 00:00:00,Jefferson Lerma,72,81
24381,2030431,2016-03-05 00:00:00,Casemiro,77,81
24391,2030441,2016-03-13 00:00:00,Angel Montoro,70,71
24404,2030108,2015-09-12 00:00:00,Salva Sevilla,74,74
24410,2030450,2016-03-20 00:00:00,Luka Modric,87,87
24420,2030460,2016-04-02 00:00:00,Ivan Rakitic,85,85
24429,2030469,2016-04-09 00:00:00,James Rodriguez,87,93
24439,2030479,2016-04-16 00:00:00,Pedro Leon,78,78
24448,2030488,2016-04-20 00:00:00,Toni Kroos,87,89
24458,2030498,2016-04-23 00:00:00,Jozabed,72,76
24468,2030508,2016-04-30 00:00:00,Markel Bergara,76,76
24479,2030519,2016-05-08 00:00:00,James Rodriguez,87,93
24489,2030529,2016-05-14 00:00:00,Federico Nicolas Cartabia,74,81
24504,2030118,2015-09-19 00:00:00,Luka Modric,87,87
24513,2030127,2015-09-23 00:00:00,Mikel San Jose,80,83
24523,2030137,2015-09-26 00:00:00,Luka Modric,87,87
24532,2030146,2015-10-04 00:00:00,Oliver Torres,79,87
24542,2030156,2015-10-17 00:00:00,Mateo Kovacic,78,86
24551,2030165,2015-10-24 00:00:00,Pablo Hernandez,77,77
